Time,Value,Week,1DayAgoValue,1HourAgoValue
2018-04-05 09:00:00,6.016000000177883,3,5.578999999910593,6.975999999907799
2018-04-05 10:00:00,6.404999999911524,3,6.016000000177883,6.016000000177883
2018-04-05 11:00:00,6.0,3,6.975999999907799,6.404999999911524
2018-04-05 12:00:00,5.578999999910593,3,6.015999999945052,6.0
2018-04-05 13:00:00,7.421000000089407,3,6.016000000061467,5.578999999910593
2018-04-05 14:00:00,5.570999999996275,3,6.975999999907799,7.421000000089407
2018-04-05 15:00:00,6.015999999945052,3,7.421000000089407,5.570999999996275
2018-04-05 16:00:00,7.413000000058673,3,5.570999999996275,6.015999999945052
2018-04-05 17:00:00,5.578999999910593,3,6.015999999945052,7.413000000058673
2018-04-05 18:00:00,6.016000000177883,3,4.413000000058673,5.578999999910593
2018-04-05 19:00:00,6.404999999911524,3,10.0,6.016000000177883
2018-04-05 20:00:00,6.586999999941327,3,6.0,6.404999999911524
2018-04-05 21:00:00,6.413000000058673,3,5.570999999996275,6.586999999941327
2018-04-05 22:00:00,6.0,3,6.015999999945052,6.413000000058673
2018-04-05 23:00:00,3.5869999999413267,3,4.413000000058673,6.0
2018-04-06 00:00:00,4.413000000058673,4,5.0,3.5869999999413267
2018-04-06 01:00:00,3.5869999999413267,4,3.578999999910593,4.413000000058673
2018-04-06 02:00:00,4.991999999969266,4,4.421000000089407,3.5869999999413267
2018-04-06 03:00:00,4.421000000089407,4,3.578999999910593,4.991999999969266
2018-04-06 04:00:00,3.578999999910593,4,4.992000000085682,4.421000000089407
2018-04-06 05:00:00,4.421000000089407,4,4.429000000003725,3.578999999910593
2018-04-06 06:00:00,3.578999999910593,4,3.5709999999962747,4.421000000089407
2018-04-06 07:00:00,4.992000000085682,4,4.032000000006519,3.578999999910593
2018-04-06 08:00:00,6.015999999945052,4,6.975999999907799,4.992000000085682
2018-04-06 09:00:00,4.991999999969266,4,6.016000000177883,6.015999999945052
2018-04-06 10:00:00,7.421000000089407,4,6.404999999911524,4.991999999969266
2018-04-06 11:00:00,5.570999999996275,4,6.0,7.421000000089407
2018-04-06 12:00:00,7.429000000003725,4,5.578999999910593,5.570999999996275
2018-04-06 13:00:00,6.0,4,7.421000000089407,7.429000000003725
2018-04-06 14:00:00,5.578999999910593,4,5.570999999996275,6.0
