AH_AnalogNo,AH_Time,AH_Value
19534,2017-01-04 16:06:57.000,776400
19534,2017-01-04 16:11:58.000,776401.024
19534,2017-01-04 16:17:00.000,776402.429
19534,2017-01-04 16:21:59.000,776403.008
19534,2017-01-04 16:26:59.000,776404.429
19534,2017-01-04 16:31:58.000,776406.016
19534,2017-01-04 16:36:57.000,776407.429
19534,2017-01-04 16:41:58.000,776409.024
19534,2017-01-04 16:46:58.000,776410.429
19534,2017-01-04 16:51:57.000,776411.008
19534,2017-01-04 16:57:00.000,776413.429
19534,2017-01-04 17:01:58.000,776414.016
19534,2017-01-04 17:06:59.000,776415.429
19534,2017-01-04 17:11:58.000,776417.024
19534,2017-01-04 17:16:57.000,776418.429
19534,2017-01-04 17:22:00.000,776419.008
19534,2017-01-04 17:26:58.000,776421.429
19534,2017-01-04 17:36:59.000,776422.016
19534,2017-01-04 17:41:59.000,776423.429
19534,2017-01-04 17:46:58.000,776424
19534,2017-01-04 17:51:57.000,776425.024
19534,2017-01-04 17:56:58.000,776426.429
19534,2017-01-04 18:06:59.000,776427.008
19534,2017-01-04 18:16:59.000,776429.429
19534,2017-01-04 18:21:57.000,776430.016
19534,2017-01-04 18:31:57.000,776431.429
19534,2017-01-04 18:36:58.000,776432
19534,2017-01-04 18:41:57.000,776433.024
19534,2017-01-04 18:46:58.000,776434.429
19534,2017-01-04 18:51:57.000,776435.008
19534,2017-01-04 19:01:58.000,776436.429
19534,2017-01-04 19:07:00.000,776437.429
19534,2017-01-04 19:11:56.000,776438.016
19534,2017-01-04 19:16:57.000,776439.429
19534,2017-01-04 19:26:57.000,776440
19534,2017-01-04 19:31:57.000,776441.024
19534,2017-01-04 19:36:58.000,776442.429
19534,2017-01-04 19:41:57.000,776443.008
19534,2017-01-04 19:51:59.000,776444.032
19534,2017-01-04 20:01:58.000,776446.016
19534,2017-01-04 20:06:59.000,776447.429
19534,2017-01-04 20:11:58.000,776448
19534,2017-01-04 20:16:56.000,776449.024
19534,2017-01-04 20:26:57.000,776450.429
19534,2017-01-04 20:31:56.000,776451.008
19534,2017-01-04 20:36:57.000,776452.429
19534,2017-01-04 20:41:58.000,776453.429
19534,2017-01-04 20:46:57.000,776454.016
19534,2017-01-04 20:56:57.000,776455.429
19534,2017-01-04 21:01:57.000,776456
19534,2017-01-04 21:06:59.000,776457.024
19534,2017-01-04 21:16:57.000,776459.008
19534,2017-01-04 21:26:56.000,776460.032
19534,2017-01-04 21:31:57.000,776461.429
19534,2017-01-04 21:41:56.000,776462.016
19534,2017-01-04 21:46:57.000,776463.429
19534,2017-01-04 22:01:59.000,776464
19534,2017-01-04 22:16:56.000,776465.024
